hcp_id,hcp_name,city,specialty,loyalty_tier,potential_score,visits_per_month,post_visit_rx_lift_pct,priority_bucket,coverage_flag,assigned_rep_id,assigned_rep_name
203,Balendra Biswas,Delhi,Cardiologist,Competitor_Loyal,68,2.0,24.740999999999996,Priority A,Appropriately-covered,5,Viraj Tiwari
204,Brinda Bali,Chennai,Cardiologist,Switcher,76,2.61,6.35,Priority B,Appropriately-covered,47,Ekapad Walia
205,Jairaj Iyer,Jaipur,Cardiologist,Competitor_Loyal,43,4.72,11.292857142857144,Priority D,Over-covered,23,Anamika Kanda
206,Devansh Soni,Delhi,Cardiologist,Switcher,65,2.0,7.559090909090909,Priority B,Appropriately-covered,5,Viraj Tiwari
207,Rachit Pall,Mumbai,Cardiologist,Brand_Loyal,58,1.89,2.5336363636363632,Priority D,Appropriately-covered,100,Samar Lalla
208,Advay Dhaliwal,Kolkata,Diabetologist,Competitor_Loyal,51,1.72,9.67909090909091,Priority D,Appropriately-covered,75,Nitesh Raghavan
209,Victor Radhakrishnan,Kolkata,Cardiologist,Competitor_Loyal,64,2.33,13.21181818181818,Priority B,Appropriately-covered,78,Mohammed Gupta
210,Aryan Batra,Delhi,Diabetologist,Switcher,81,1.78,5.873636363636364,Priority B,Under-covered,2,Udant Dewan
211,Vamakshi Barad,Kolkata,Diabetologist,Competitor_Loyal,64,1.61,18.526363636363637,Priority A,Appropriately-covered,70,Faqid Savant
212,William Date,Delhi,Diabetologist,Switcher,41,1.61,-6.575,Priority D,Appropriately-covered,6,Rushil Saini
213,Anirudh Sharaf,Lucknow,GP,Brand_Loyal,51,4.17,11.715,Priority D,Appropriately-covered,18,Lajita Mall
214,Panini Krishna,Delhi,Cardiologist,Competitor_Loyal,60,1.89,-1.2724999999999995,Priority B,Appropriately-covered,2,Udant Dewan
215,Tanvi Comar,Chennai,Diabetologist,Competitor_Loyal,68,2.28,-9.911,Priority B,Appropriately-covered,49,Alka Wable
216,Omya Garg,Pune,Cardiologist,Switcher,70,2.78,9.5725,Priority B,Appropriately-covered,107,Kala Divan
217,Ganga Shukla,Kolkata,Diabetologist,Competitor_Loyal,56,2.11,-1.1654545454545449,Priority D,Appropriately-covered,71,Chandresh Zachariah
218,Hardik Nayak,Jaipur,Diabetologist,Switcher,40,3.67,2.422857142857143,Priority D,Over-covered,21,Ekbal Garg
219,Jalsa Pillay,Chandigarh,Cardiologist,Switcher,42,11.33,0.9800000000000004,Priority D,Over-covered,29,Liam Koshy
220,Nidra Boase,Mumbai,Cardiologist,Switcher,72,1.94,9.926363636363636,Priority B,Appropriately-covered,90,Diya Bora
221,Lila Goyal,Hyderabad,Cardiologist,Competitor_Loyal,99,3.28,-2.8955555555555557,Priority B,Appropriately-covered,55,Victor Kannan
222,Zashil Devan,Delhi,GP,Switcher,67,2.06,4.681666666666666,Priority B,Appropriately-covered,9,Arunima Dugal
223,Charan Loyal,Bangalore,Cardiologist,Switcher,48,1.78,-13.563333333333334,Priority D,Appropriately-covered,42,Kashvi Edwin
224,Sanaya Parekh,Mumbai,Cardiologist,Switcher,45,1.11,-2.985555555555556,Priority D,Appropriately-covered,89,Karan Mital
225,Madhavi Sekhon,Mumbai,Diabetologist,Switcher,80,2.28,-3.2074999999999996,Priority B,Appropriately-covered,91,Tara Chaudhry
226,Aashi Gaba,Ahmedabad,GP,Competitor_Loyal,56,2.78,-6.735714285714287,Priority D,Appropriately-covered,114,Gaurangi Sabharwal
227,Alka Kade,Chandigarh,Cardiologist,Switcher,73,8.22,-1.375,Priority B,Appropriately-covered,33,Michael Dutta
228,Chasmum Atwal,Delhi,Diabetologist,Competitor_Loyal,97,2.33,3.979090909090909,Priority B,Appropriately-covered,1,Aryan Maharaj
229,Nidra Chhabra,Mumbai,Cardiologist,Brand_Loyal,72,1.56,5.314166666666668,Priority B,Under-covered,90,Diya Bora
230,Anvi Bhandari,Jaipur,GP,Switcher,66,5.56,4.781428571428571,Priority B,Appropriately-covered,26,Dominic Kakar
231,Oni Parekh,Ahmedabad,GP,Switcher,28,2.33,-2.845714285714286,Priority D,Appropriately-covered,112,Warjas Gaba
232,Ati Bali,Delhi,Cardiologist,Competitor_Loyal,57,2.11,-7.095454545454547,Priority D,Appropriately-covered,6,Rushil Saini
233,Shravya Gole,Kolkata,GP,Competitor_Loyal,56,1.67,29.244,Priority C,Appropriately-covered,71,Chandresh Zachariah
234,Ranveer Manne,Mumbai,GP,Brand_Loyal,61,1.94,1.850833333333334,Priority B,Appropriately-covered,93,Kevin Palla
235,Ganga Keer,Hyderabad,Diabetologist,Competitor_Loyal,51,2.33,20.441111111111113,Priority C,Appropriately-covered,56,Ekavir Bhargava
236,Zashil Ben,Lucknow,Diabetologist,Switcher,46,4.06,2.7700000000000005,Priority D,Over-covered,13,Tripti Yadav
237,Darika Sheth,Chennai,GP,Brand_Loyal,55,2.0,-5.3420000000000005,Priority D,Appropriately-covered,47,Ekapad Walia
238,Manbir Dhar,Chennai,GP,Competitor_Loyal,47,2.22,1.6900000000000006,Priority D,Appropriately-covered,53,Jai Kota
239,Vanya Sarin,Pune,GP,Switcher,59,3.28,0.0137499999999999,Priority D,Appropriately-covered,106,Faqid Dixit
240,Udant Aggarwal,Bangalore,Cardiologist,Switcher,67,1.72,12.838,Priority B,Appropriately-covered,36,Advay Contractor
241,Falak Agate,Chennai,GP,Competitor_Loyal,50,2.06,-13.484,Priority D,Appropriately-covered,49,Alka Wable
242,Baljiwan Chahal,Kolkata,GP,Competitor_Loyal,46,3.17,31.95818181818182,Priority C,Over-covered,71,Chandresh Zachariah
243,Christopher Setty,Bangalore,Diabetologist,Competitor_Loyal,80,2.22,2.359999999999999,Priority B,Appropriately-covered,40,Yashica Cherian
244,Raksha Saini,Hyderabad,GP,Brand_Loyal,82,3.06,6.1433333333333335,Priority B,Appropriately-covered,57,Ekansh Balay
245,Saanvi Kota,Bhubaneswar,GP,Switcher,38,6.56,11.177500000000002,Priority D,Over-covered,85,Yatin Baral
246,Aishani Bumb,Delhi,GP,Competitor_Loyal,62,1.94,0.4845454545454544,Priority B,Appropriately-covered,3,Gagan Sami
247,Thomas Bhatnagar,Pune,Diabetologist,Brand_Loyal,77,4.06,-2.295,Priority B,Appropriately-covered,107,Kala Divan
248,Forum Sen,Mumbai,GP,Competitor_Loyal,61,2.17,-1.3384615384615388,Priority B,Appropriately-covered,90,Diya Bora
249,Advik Konda,Chennai,GP,Brand_Loyal,50,1.56,3.655555555555555,Priority D,Appropriately-covered,54,Devansh Nigam
250,Viraj Chacko,Kolkata,GP,Switcher,78,2.22,-4.811818181818182,Priority B,Appropriately-covered,77,Bhavika Sampath
251,Gaurav Kapadia,Hyderabad,GP,Competitor_Loyal,34,2.28,-17.175,Priority D,Appropriately-covered,59,Arya Sunder
252,Diya Dora,Lucknow,Diabetologist,Switcher,52,3.94,-5.55125,Priority D,Appropriately-covered,18,Lajita Mall
253,Samarth Verma,Ahmedabad,Cardiologist,Switcher,46,2.67,2.7071428571428577,Priority D,Appropriately-covered,112,Warjas Gaba
254,Anirudh Sastry,Bangalore,Diabetologist,Switcher,56,2.56,-2.826363636363636,Priority D,Appropriately-covered,35,Upadhriti Wadhwa
255,Ekani Bhatnagar,Mumbai,GP,Brand_Loyal,72,1.67,-2.559,Priority B,Under-covered,90,Diya Bora
256,Chatresh Shroff,Mumbai,Diabetologist,Switcher,43,1.56,-2.2963636363636355,Priority D,Appropriately-covered,101,Zayan Behl
257,Omaja Rege,Bangalore,Cardiologist,Switcher,63,1.78,6.45,Priority B,Appropriately-covered,34,Devansh Rajan
258,Daksh Andra,Bangalore,Cardiologist,Switcher,76,1.39,12.469,Priority B,Under-covered,34,Devansh Rajan
259,Warinder Sankaran,Kolkata,Diabetologist,Switcher,82,3.22,-0.5854545454545456,Priority B,Appropriately-covered,75,Nitesh Raghavan
260,Krisha Dugar,Pune,GP,Competitor_Loyal,55,2.78,-2.5250000000000004,Priority D,Appropriately-covered,103,Aarush Nath
261,Amrita Naidu,Delhi,Diabetologist,Switcher,44,1.89,-0.5750000000000002,Priority D,Appropriately-covered,9,Arunima Dugal
262,Siya Pillai,Ahmedabad,Diabetologist,Brand_Loyal,63,3.39,0.7357142857142857,Priority B,Appropriately-covered,116,Lavanya Barad
263,Saanvi Thaman,Delhi,Cardiologist,Switcher,65,1.61,9.524444444444445,Priority B,Appropriately-covered,2,Udant Dewan
264,Samaksh Jayaraman,Mumbai,Cardiologist,Competitor_Loyal,59,1.72,-5.5209090909090905,Priority D,Appropriately-covered,91,Tara Chaudhry
265,Nitesh Raval,Hyderabad,Diabetologist,Switcher,42,2.28,28.90222222222222,Priority C,Appropriately-covered,60,Kevin Solanki
266,Sai Vasa,Kolkata,Diabetologist,Brand_Loyal,76,3.0,2.852727272727273,Priority B,Appropriately-covered,71,Chandresh Zachariah
267,Yadavi Prakash,Jaipur,GP,Competitor_Loyal,60,4.56,2.805714285714285,Priority B,Appropriately-covered,23,Anamika Kanda
268,Vivaan Roy,Delhi,Cardiologist,Competitor_Loyal,65,2.33,15.145833333333334,Priority A,Appropriately-covered,10,Gayathri Chaudry
269,Aarini Subramaniam,Delhi,Diabetologist,Competitor_Loyal,40,2.06,28.31,Priority C,Appropriately-covered,11,Lajita Chatterjee
270,Wakeeta Dixit,Hyderabad,Diabetologist,Switcher,83,3.33,3.436666666666667,Priority B,Appropriately-covered,55,Victor Kannan
271,Idika Pandey,Mumbai,Cardiologist,Switcher,69,2.56,10.643846153846154,Priority B,Appropriately-covered,94,Yash Pingle
272,Arjun Shroff,Mumbai,Cardiologist,Switcher,68,2.06,-5.053333333333333,Priority B,Appropriately-covered,91,Tara Chaudhry
273,Varenya Kala,Bangalore,Cardiologist,Competitor_Loyal,53,1.89,-4.111,Priority D,Appropriately-covered,42,Kashvi Edwin
274,Janani Char,Ahmedabad,Cardiologist,Brand_Loyal,55,3.44,6.861428571428571,Priority D,Appropriately-covered,112,Warjas Gaba
275,Gopal Dasgupta,Indore,Diabetologist,Brand_Loyal,53,5.0,5.1575,Priority D,Appropriately-covered,118,Inaya Mody
276,Radhika De,Chennai,Diabetologist,Competitor_Loyal,75,2.78,0.632,Priority B,Appropriately-covered,49,Alka Wable
277,Praneel Chhabra,Bangalore,GP,Switcher,53,1.44,-10.566999999999998,Priority D,Appropriately-covered,37,Harini Choudhury
278,Ayush Bumb,Chandigarh,Cardiologist,Switcher,54,9.28,2.308333333333333,Priority D,Appropriately-covered,28,Tara Dhar
279,Thomas Lall,Patna,GP,Competitor_Loyal,72,5.11,-1.9575,Priority B,Appropriately-covered,82,Dakshesh Trivedi
280,Oni Dubey,Delhi,Cardiologist,Brand_Loyal,84,2.06,2.32,Priority B,Appropriately-covered,4,Ayushman Chander
281,Aradhana Tailor,Ahmedabad,Cardiologist,Switcher,44,2.0,-5.438571428571429,Priority D,Appropriately-covered,110,Shivansh Krish
282,Triya Bedi,Chennai,GP,Competitor_Loyal,59,1.33,0.8599999999999999,Priority D,Appropriately-covered,53,Jai Kota
283,Guneet Sarkar,Bangalore,GP,Brand_Loyal,84,2.0,-4.786,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
284,Balveer Rajagopalan,Pune,GP,Switcher,37,2.11,-3.8925,Priority D,Appropriately-covered,107,Kala Divan
285,Damini Dua,Kolkata,Cardiologist,Competitor_Loyal,78,2.61,14.927272727272726,Priority B,Appropriately-covered,76,Madhavi Lanka
286,Upma Bahl,Delhi,Diabetologist,Competitor_Loyal,43,2.11,5.340999999999999,Priority D,Appropriately-covered,3,Gagan Sami
287,Om Bose,Lucknow,GP,Brand_Loyal,59,3.78,1.3837499999999996,Priority D,Appropriately-covered,13,Tripti Yadav
288,Matthew Sekhon,Mumbai,GP,Switcher,76,1.78,17.6675,Priority A,Under-covered,90,Diya Bora
289,Advik Salvi,Delhi,GP,Competitor_Loyal,81,1.83,7.754545454545454,Priority B,Under-covered,4,Ayushman Chander
290,Ranbir Khare,Delhi,Diabetologist,Switcher,35,1.89,10.835833333333332,Priority D,Appropriately-covered,9,Arunima Dugal
291,Viraj Kunda,Mumbai,Cardiologist,Switcher,63,2.61,3.2076923076923074,Priority B,Appropriately-covered,92,Tanay Toor
292,Sarthak Sachdeva,Mumbai,Diabetologist,Competitor_Loyal,69,1.94,18.349166666666665,Priority A,Appropriately-covered,94,Yash Pingle
293,Christopher Chana,Pune,Cardiologist,Switcher,35,2.83,16.14625,Priority C,Appropriately-covered,102,Pallavi Malhotra
294,Ekaraj Hari,Kolkata,Diabetologist,Brand_Loyal,77,2.72,0.1727272727272726,Priority B,Appropriately-covered,70,Faqid Savant
295,Dhriti Sachdev,Bangalore,Cardiologist,Competitor_Loyal,58,1.83,-3.692,Priority D,Appropriately-covered,42,Kashvi Edwin
296,Hemal Chad,Lucknow,GP,Competitor_Loyal,46,4.11,-6.411249999999999,Priority D,Over-covered,19,Janya Gaba
297,Lajita Sood,Delhi,Diabetologist,Competitor_Loyal,55,2.0,-6.011818181818182,Priority D,Appropriately-covered,3,Gagan Sami
298,Abeer Comar,Mumbai,Diabetologist,Switcher,60,1.22,11.828,Priority B,Appropriately-covered,96,Abhiram Mistry
299,Sathvik Swamy,Mumbai,Cardiologist,Switcher,33,1.28,32.77090909090909,Priority C,Appropriately-covered,97,Krish Lalla
300,Zilmil Mander,Chandigarh,GP,Brand_Loyal,39,9.78,2.318333333333334,Priority D,Over-covered,28,Tara Dhar
301,Teerth Srinivas,Bangalore,GP,Competitor_Loyal,61,1.89,3.518,Priority B,Appropriately-covered,34,Devansh Rajan
302,Patrick Vig,Delhi,Diabetologist,Brand_Loyal,74,1.67,6.631818181818184,Priority B,Under-covered,4,Ayushman Chander
303,Liam Chadha,Ahmedabad,Cardiologist,Switcher,50,3.06,-1.5071428571428571,Priority D,Appropriately-covered,114,Gaurangi Sabharwal
304,Lila Vig,Mumbai,Cardiologist,Brand_Loyal,88,1.83,7.320769230769231,Priority B,Under-covered,90,Diya Bora
305,Ekavir Wable,Chennai,Cardiologist,Switcher,61,2.22,5.896000000000001,Priority B,Appropriately-covered,51,Devika Rastogi
306,Gaurang Ahuja,Ahmedabad,GP,Switcher,49,2.67,7.112857142857144,Priority D,Appropriately-covered,115,Amara Dutta
307,Jairaj Panchal,Patna,Diabetologist,Switcher,64,3.61,12.8075,Priority B,Appropriately-covered,84,Wahab Raval
308,Shivansh Saini,Kolkata,GP,Brand_Loyal,55,2.56,2.444,Priority D,Appropriately-covered,77,Bhavika Sampath
309,Kala Bera,Mumbai,Cardiologist,Competitor_Loyal,31,1.39,25.65416666666667,Priority C,Appropriately-covered,91,Tara Chaudhry
310,Zaid Dara,Delhi,GP,Competitor_Loyal,51,1.94,-4.800833333333333,Priority D,Appropriately-covered,12,Hemangini Lalla
311,Nidhi Bora,Patna,Cardiologist,Switcher,81,4.89,1.9,Priority B,Appropriately-covered,84,Wahab Raval
312,Quincy Raj,Ahmedabad,GP,Competitor_Loyal,31,2.44,26.96142857142857,Priority C,Appropriately-covered,112,Warjas Gaba
313,Caleb Datta,Kolkata,Diabetologist,Brand_Loyal,91,2.28,4.078999999999999,Priority B,Appropriately-covered,71,Chandresh Zachariah
314,Indali Morar,Ahmedabad,Diabetologist,Competitor_Loyal,54,3.44,13.752857142857144,Priority D,Appropriately-covered,113,Nitara Bakshi
315,Ryan Chatterjee,Hyderabad,Diabetologist,Switcher,57,2.17,15.66,Priority C,Appropriately-covered,58,Ekavir Varkey
316,Aarini Grewal,Bangalore,Cardiologist,Competitor_Loyal,62,2.39,-12.036363636363635,Priority B,Appropriately-covered,37,Harini Choudhury
317,Ubika Seth,Mumbai,GP,Switcher,63,1.78,6.815384615384615,Priority B,Appropriately-covered,92,Tanay Toor
318,Tara Tank,Mumbai,Cardiologist,Competitor_Loyal,55,1.61,24.27846153846154,Priority C,Appropriately-covered,99,Baghyawati Kade
319,Shaurya Saran,Pune,Cardiologist,Competitor_Loyal,50,2.11,-1.65125,Priority D,Appropriately-covered,103,Aarush Nath
320,Manbir Bhakta,Mumbai,GP,Switcher,59,1.94,24.16307692307692,Priority C,Appropriately-covered,101,Zayan Behl
321,Osha Ramachandran,Delhi,Diabetologist,Brand_Loyal,70,2.28,-0.92,Priority B,Appropriately-covered,7,Saumya Mall
322,Ucchal Tiwari,Hyderabad,Diabetologist,Switcher,52,2.11,-4.203333333333334,Priority D,Appropriately-covered,61,Urvashi Ray
323,Tanmayi Aurora,Delhi,GP,Switcher,22,0.61,-25.101428571428578,Priority D,Appropriately-covered,2,Udant Dewan
324,Faqid Goel,Lucknow,GP,Switcher,57,4.44,-1.4687499999999996,Priority D,Appropriately-covered,15,Janaki Handa
325,Shivani Sinha,Mumbai,GP,Switcher,50,1.83,7.448333333333333,Priority D,Appropriately-covered,89,Karan Mital
326,Triveni Pal,Bangalore,Diabetologist,Competitor_Loyal,91,2.33,-5.423636363636363,Priority B,Appropriately-covered,40,Yashica Cherian
327,Daksha Tak,Ahmedabad,Diabetologist,Brand_Loyal,82,3.06,8.011428571428572,Priority B,Appropriately-covered,110,Shivansh Krish
328,Nisha Arora,Bangalore,GP,Competitor_Loyal,60,1.83,20.112,Priority A,Appropriately-covered,35,Upadhriti Wadhwa
329,Upadhriti Maharaj,Mumbai,Diabetologist,Switcher,32,1.94,9.903636363636364,Priority D,Appropriately-covered,92,Tanay Toor
330,Dalaja Kaur,Chennai,GP,Competitor_Loyal,83,1.94,22.308,Priority A,Appropriately-covered,51,Devika Rastogi
331,Ria Sagar,Chandigarh,Cardiologist,Competitor_Loyal,36,10.89,-3.086666666666666,Priority D,Over-covered,31,Theodore Devi
332,Gaurangi Mitter,Bangalore,Cardiologist,Switcher,73,1.72,10.771,Priority B,Under-covered,43,Ekiya Suresh
333,Wyatt Hayer,Pune,Diabetologist,Competitor_Loyal,46,2.28,22.5675,Priority C,Appropriately-covered,105,Prisha Andra
334,Jacob Merchant,Bangalore,Diabetologist,Competitor_Loyal,71,1.72,49.31272727272728,Priority A,Appropriately-covered,34,Devansh Rajan
335,Baghyawati Raja,Lucknow,Cardiologist,Switcher,72,5.44,1.5100000000000002,Priority B,Appropriately-covered,16,Chakradev Kari
336,Advika Murthy,Kochi,Diabetologist,Competitor_Loyal,13,3.0,-4.9750000000000005,Priority D,Over-covered,68,Logan Sami
337,Omaja Grover,Jaipur,GP,Brand_Loyal,36,4.61,2.6114285714285717,Priority D,Over-covered,24,Daksh Karnik
338,Aadhya Andra,Delhi,Cardiologist,Competitor_Loyal,52,1.94,17.771818181818183,Priority C,Appropriately-covered,4,Ayushman Chander
339,Jack Pandey,Kolkata,Cardiologist,Competitor_Loyal,46,2.39,40.60272727272727,Priority C,Appropriately-covered,78,Mohammed Gupta
340,Kamya Seth,Mumbai,Cardiologist,Switcher,39,1.17,10.21,Priority D,Appropriately-covered,91,Tara Chaudhry
341,Ucchal Thaker,Kolkata,Cardiologist,Brand_Loyal,74,2.39,-6.470909090909092,Priority B,Appropriately-covered,70,Faqid Savant
342,Indali Divan,Lucknow,GP,Switcher,60,4.78,4.4750000000000005,Priority B,Appropriately-covered,16,Chakradev Kari
343,Eta Bhakta,Ahmedabad,Diabetologist,Brand_Loyal,79,4.61,-3.268571428571429,Priority B,Appropriately-covered,112,Warjas Gaba
344,Sachi Dave,Chennai,GP,Switcher,71,2.28,10.905,Priority B,Appropriately-covered,54,Devansh Nigam
345,Chakradev Sampath,Bangalore,Diabetologist,Switcher,57,1.72,-0.6710000000000008,Priority D,Appropriately-covered,39,Aarush Lall
346,Parth Hari,Mumbai,Diabetologist,Competitor_Loyal,47,1.44,-11.593333333333334,Priority D,Appropriately-covered,89,Karan Mital
347,Oeshi Bera,Jaipur,Cardiologist,Switcher,60,5.0,4.772857142857142,Priority B,Appropriately-covered,24,Daksh Karnik
348,Aarna Soni,Ahmedabad,GP,Competitor_Loyal,56,3.0,1.7985714285714292,Priority D,Appropriately-covered,110,Shivansh Krish
349,Advaith Acharya,Patna,GP,Switcher,42,2.78,6.2775,Priority D,Appropriately-covered,82,Dakshesh Trivedi
350,Gautam Mane,Hyderabad,Cardiologist,Brand_Loyal,73,3.0,7.514444444444444,Priority B,Appropriately-covered,58,Ekavir Varkey
351,Radha Chaudhari,Delhi,GP,Switcher,53,1.61,5.931818181818182,Priority D,Appropriately-covered,3,Gagan Sami
352,David Devi,Bangalore,GP,Brand_Loyal,47,1.72,-0.4909090909090908,Priority D,Appropriately-covered,36,Advay Contractor
353,Oliver Kade,Pune,Cardiologist,Competitor_Loyal,45,3.17,17.535,Priority C,Over-covered,109,Janya Baral
354,Jackson Morar,Mumbai,GP,Switcher,55,1.61,1.7253846153846135,Priority D,Appropriately-covered,93,Kevin Palla
355,Manthan Lata,Delhi,Diabetologist,Switcher,33,1.78,11.9975,Priority D,Appropriately-covered,3,Gagan Sami
356,Logan Suresh,Bangalore,Cardiologist,Competitor_Loyal,69,2.67,-3.864,Priority B,Appropriately-covered,40,Yashica Cherian
357,Ishita Sarma,Hyderabad,GP,Brand_Loyal,67,2.33,2.765555555555556,Priority B,Appropriately-covered,62,Girindra Chatterjee
358,Aarna Lanka,Pune,Cardiologist,Competitor_Loyal,76,3.5,2.0425000000000004,Priority B,Appropriately-covered,105,Prisha Andra
359,Ubika Balay,Bhubaneswar,GP,Brand_Loyal,37,5.72,2.125,Priority D,Over-covered,87,Advika Jayaraman
360,Aarna Goswami,Hyderabad,GP,Switcher,57,2.72,-0.4511111111111106,Priority D,Appropriately-covered,57,Ekansh Balay
361,Hema Pandya,Bangalore,Cardiologist,Switcher,68,1.33,-0.2099999999999999,Priority B,Appropriately-covered,43,Ekiya Suresh
362,Vedika Handa,Lucknow,GP,Competitor_Loyal,61,5.72,3.755,Priority B,Appropriately-covered,17,Fariq Kaul
363,Neelima Butala,Chennai,Cardiologist,Competitor_Loyal,65,2.11,11.126,Priority B,Appropriately-covered,51,Devika Rastogi
364,Watika Mangat,Delhi,Cardiologist,Switcher,96,2.56,15.156363636363636,Priority A,Appropriately-covered,3,Gagan Sami
365,Fitan Loyal,Bangalore,GP,Competitor_Loyal,37,1.33,-15.376363636363635,Priority D,Appropriately-covered,36,Advay Contractor
366,Yashica Upadhyay,Bangalore,Diabetologist,Switcher,57,1.67,22.689,Priority C,Appropriately-covered,43,Ekiya Suresh
367,Nakul Balakrishnan,Pune,Cardiologist,Switcher,57,3.0,5.79125,Priority D,Appropriately-covered,106,Faqid Dixit
368,Forum Chandra,Lucknow,GP,Brand_Loyal,63,3.94,1.84875,Priority B,Appropriately-covered,20,Isha Kadakia
369,Pallavi Sridhar,Kolkata,Diabetologist,Competitor_Loyal,62,2.22,-5.454545454545454,Priority B,Appropriately-covered,73,Niharika Sunder
370,Dayamai Nori,Delhi,Cardiologist,Switcher,53,2.11,15.084166666666668,Priority C,Appropriately-covered,11,Lajita Chatterjee
371,Mekhala Nanda,Hyderabad,GP,Brand_Loyal,72,2.67,1.793333333333333,Priority B,Appropriately-covered,62,Girindra Chatterjee
372,Vedika Handa,Mumbai,GP,Brand_Loyal,72,2.61,-3.38,Priority B,Appropriately-covered,92,Tanay Toor
373,Hritik Bal,Delhi,Cardiologist,Competitor_Loyal,77,1.5,1.0729999999999995,Priority B,Under-covered,2,Udant Dewan
374,Hitesh Chaudhuri,Hyderabad,Cardiologist,Brand_Loyal,64,2.89,-3.114444444444445,Priority B,Appropriately-covered,56,Ekavir Bhargava
375,Ekta Shankar,Mumbai,Diabetologist,Switcher,79,1.89,7.852307692307692,Priority B,Under-covered,100,Samar Lalla
376,Ganga Parikh,Kolkata,Diabetologist,Switcher,48,2.17,-0.9099999999999993,Priority D,Appropriately-covered,80,Dipta Bhandari
